2 pager title,category,topic_area,variable_name,user_friendly_variable_name,variable_definition,periodicity,aggregation_method,format,source,url,last_update_date,general_comments,Libby notes
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3115 Dairy product manufacturing,"Location quotient, NAICS 3115 Dairy product manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3116 Animal slaughtering and processing,"Location quotient, NAICS 3116 Animal slaughtering and processing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3117 Seafood product preparation and packaging,"Location quotient, NAICS 3117 Seafood product preparation and packaging","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3118 Bakeries and tortilla manufacturing,"Location quotient, NAICS 3118 Bakeries and tortilla manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 311811 Retail bakeries,"Location quotient, NAICS 311811 Retail bakeries","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3119 Other food manufacturing,"Location quotient, NAICS 3119 Other food manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3121 Beverage manufacturing,"Location quotient, NAICS 3121 Beverage manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3122 Tobacco manufacturing,"Location quotient, NAICS 3122 Tobacco manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 32532 Pesticide and other ag. chemical mfg.,"Location quotient, NAICS 32532 Pesticide and other ag. chemical mfg.","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 33311 Agricultural implement manufacturing,"Location quotient, NAICS 33311 Agricultural implement manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 4244 Grocery and related product wholesalers,"Location quotient, NAICS 4244 Grocery and related product wholesalers","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 4245 Farm product raw material merch. whls.,"Location quotient, NAICS 4245 Farm product raw material merch. whls.","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 4248 Alcoholic beverage merchant wholesalers,"Location quotient, NAICS 4248 Alcoholic beverage merchant wholesalers","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 42491 Farm supplies merchant wholesalers,"Location quotient, NAICS 42491 Farm supplies merchant wholesalers","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 445 Food and beverage stores,"Location quotient, NAICS 445 Food and beverage stores","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
